week_date,region,platform,segment,customer_type,transaction,sales
04-06-2018,ASIA,Retail,C3,New,106850,3394128
04-06-2018,CANADA,Shopify,null,Guest,634,107912
04-06-2018,ASIA,Shopify,F1,Existing,1039,182710
04-06-2018,AFRICA,Retail,null,Guest,1614912,45603939
04-06-2018,SOUTH AMERICA,Retail,C4,Existing,213,11893
04-06-2018,OCEANIA,Shopify,F1,Existing,2398,464256
04-06-2018,CANADA,Retail,null,Guest,414921,11305312
04-06-2018,SOUTH AMERICA,Retail,F1,New,239,10713
04-06-2018,CANADA,Retail,F1,New,6842,267449
04-06-2018,OCEANIA,Shopify,C2,Existing,2515,488696
04-06-2018,EUROPE,Shopify,F2,Existing,149,36945
04-06-2018,AFRICA,Retail,C4,New,41302,1430325
04-06-2018,AFRICA,Retail,null,Existing,19260,912720
04-06-2018,CANADA,Shopify,F2,Existing,664,125463
04-06-2018,SOUTH AMERICA,Shopify,F1,Existing,28,5942
04-06-2018,ASIA,Retail,F3,New,79674,2609117
04-06-2018,OCEANIA,Retail,C4,New,54663,1816121
04-06-2018,USA,Retail,null,New,18684,816880
04-06-2018,USA,Shopify,F1,New,120,20404
04-06-2018,SOUTH AMERICA,Retail,F3,Existing,880,43208
04-06-2018,USA,Retail,C3,New,40478,1637433
04-06-2018,AFRICA,Shopify,C3,Existing,1540,314628
04-06-2018,EUROPE,Retail,null,New,2989,128650
04-06-2018,AFRICA,Retail,F2,New,62228,2288325
04-06-2018,AFRICA,Shopify,C1,New,169,23237
04-06-2018,ASIA,Retail,C2,New,70795,1971041
04-06-2018,ASIA,Shopify,null,Existing,109,20124
04-06-2018,SOUTH AMERICA,Retail,F2,Existing,872,44199
04-06-2018,USA,Shopify,F2,New,142,23084
04-06-2018,OCEANIA,Retail,C1,Existing,199909,7809982
04-06-2018,EUROPE,Shopify,C1,Existing,63,12067
04-06-2018,AFRICA,Shopify,F3,New,79,12709
04-06-2018,SOUTH AMERICA,Retail,C2,Existing,593,24814
04-06-2018,AFRICA,Shopify,C1,Existing,1018,173530
04-06-2018,CANADA,Retail,C3,New,24984,930704
04-06-2018,OCEANIA,Retail,C3,Existing,256978,13444926
04-06-2018,SOUTH AMERICA,Retail,F1,Existing,532,25270
04-06-2018,CANADA,Shopify,C2,Existing,339,64934
04-06-2018,USA,Retail,F1,Existing,33085,2048224
04-06-2018,OCEANIA,Retail,C2,Existing,118078,5031450
04-06-2018,EUROPE,Shopify,C2,Existing,113,32955
04-06-2018,AFRICA,Retail,C1,Existing,151395,5941108
04-06-2018,CANADA,Shopify,F3,Existing,360,72732
04-06-2018,SOUTH AMERICA,Shopify,null,Guest,863,165882
04-06-2018,USA,Shopify,F3,New,55,9053
04-06-2018,ASIA,Retail,C4,Existing,78453,3675214
04-06-2018,SOUTH AMERICA,Retail,C1,Existing,1986,56417
04-06-2018,EUROPE,Retail,C3,Existing,13665,781760
04-06-2018,CANADA,Shopify,F2,New,72,12048
04-06-2018,ASIA,Shopify,C3,New,172,27541
04-06-2018,OCEANIA,Retail,C2,New,87078,2543396
04-06-2018,USA,Retail,F1,New,10818,457234
04-06-2018,EUROPE,Shopify,C2,New,9,1480
04-06-2018,EUROPE,Retail,F1,New,1026,45486
04-06-2018,CANADA,Shopify,F1,Existing,371,70614
04-06-2018,SOUTH AMERICA,Shopify,C3,Existing,53,11448
04-06-2018,CANADA,Retail,C2,Existing,15515,728035
04-06-2018,CANADA,Shopify,C4,New,11,1883
04-06-2018,ASIA,Shopify,F3,Existing,938,182468
04-06-2018,OCEANIA,Shopify,F1,New,284,44894
04-06-2018,CANADA,Retail,C3,Existing,44640,2438662
04-06-2018,ASIA,Shopify,null,Guest,2254,364634
04-06-2018,SOUTH AMERICA,Retail,C2,New,613,18949
04-06-2018,OCEANIA,Shopify,F3,Existing,2078,435243
28-05-2018,OCEANIA,Shopify,F2,Existing,4218,857575
28-05-2018,CANADA,Retail,C1,New,30721,830383
28-05-2018,SOUTH AMERICA,Retail,F2,Existing,833,43034
28-05-2018,CANADA,Retail,C4,New,11792,402822
28-05-2018,USA,Shopify,C4,Existing,89,17808
28-05-2018,SOUTH AMERICA,Shopify,C4,Existing,9,1438
28-05-2018,CANADA,Shopify,C3,New,61,10163
28-05-2018,EUROPE,Retail,F2,New,1928,91863
28-05-2018,OCEANIA,Shopify,C1,Existing,1800,318004
28-05-2018,SOUTH AMERICA,Shopify,F1,New,5,737
28-05-2018,AFRICA,Retail,C3,Existing,225917,12146474
28-05-2018,ASIA,Shopify,C1,New,152,18235
28-05-2018,ASIA,Shopify,C2,New,228,30909
28-05-2018,CANADA,Retail,null,New,15934,656497
28-05-2018,SOUTH AMERICA,Shopify,null,Existing,17,3071
28-05-2018,SOUTH AMERICA,Retail,C1,Existing,1864,53804
28-05-2018,EUROPE,Retail,C3,Existing,13784,786982
28-05-2018,SOUTH AMERICA,Retail,C4,Existing,200,10187
28-05-2018,SOUTH AMERICA,Retail,C3,New,786,30942
28-05-2018,OCEANIA,Shopify,C1,New,332,44086
28-05-2018,AFRICA,Shopify,F2,Existing,2851,577899
28-05-2018,USA,Retail,C1,New,32091,972624
28-05-2018,OCEANIA,Shopify,C2,New,533,81985
28-05-2018,USA,Shopify,F1,New,152,26449
28-05-2018,USA,Retail,null,New,20625,957400
28-05-2018,CANADA,Shopify,C2,Existing,376,67463
28-05-2018,AFRICA,Retail,C1,New,87681,2326315
28-05-2018,EUROPE,Shopify,F2,Existing,167,38039
28-05-2018,USA,Shopify,F3,New,54,9366
28-05-2018,SOUTH AMERICA,Shopify,null,Guest,993,193306
28-05-2018,ASIA,Shopify,C3,New,168,25524
28-05-2018,ASIA,Retail,F1,Existing,79724,4152648
28-05-2018,AFRICA,Retail,F2,New,62807,2394158
28-05-2018,AFRICA,Shopify,C1,Existing,1053,181582
28-05-2018,EUROPE,Shopify,F1,Existing,112,26995
28-05-2018,ASIA,Shopify,null,New,172,27661
28-05-2018,OCEANIA,Retail,null,New,81128,3152502
28-05-2018,CANADA,Retail,C4,Existing,21027,1116797
28-05-2018,CANADA,Shopify,null,Existing,51,8126
28-05-2018,ASIA,Retail,C4,New,45766,1379571
28-05-2018,SOUTH AMERICA,Retail,C1,New,1788,40082
28-05-2018,OCEANIA,Retail,F1,Existing,122752,7060800
28-05-2018,SOUTH AMERICA,Retail,F1,New,241,10353
28-05-2018,OCEANIA,Retail,C4,New,54931,1829187
28-05-2018,OCEANIA,Shopify,C4,Existing,440,83148
28-05-2018,USA,Retail,C3,New,39731,1698018
28-05-2018,EUROPE,Retail,C2,Existing,8347,425238
28-05-2018,OCEANIA,Shopify,F1,New,415,69503
28-05-2018,ASIA,Shopify,F3,Existing,1033,202206
28-05-2018,USA,Retail,C4,Existing,28468,1673914
28-05-2018,CANADA,Shopify,C1,Existing,325,55376
28-05-2018,SOUTH AMERICA,Shopify,F3,New,2,365
28-05-2018,USA,Retail,F2,Existing,79969,5316774
28-05-2018,ASIA,Retail,C2,New,71414,2004277
28-05-2018,USA,Shopify,C2,New,174,29721
28-05-2018,SOUTH AMERICA,Retail,null,Existing,437,14562
28-05-2018,OCEANIA,Shopify,null,Existing,334,65199
28-05-2018,AFRICA,Shopify,F1,New,179,28404
28-05-2018,OCEANIA,Shopify,null,Guest,5797,1032258
28-05-2018,USA,Retail,F3,New,25276,1077330
28-05-2018,AFRICA,Shopify,C1,New,158,22626
28-05-2018,ASIA,Retail,F3,Existing,319672,16671869
28-05-2018,OCEANIA,Retail,F1,New,40792,1670773
28-05-2018,EUROPE,Shopify,F1,New,8,1314
28-05-2018,SOUTH AMERICA,Retail,C3,Existing,871,40833
28-05-2018,EUROPE,Shopify,null,Existing,17,2836
28-05-2018,CANADA,Retail,F3,New,18441,702821
28-05-2018,CANADA,Shopify,C2,New,62,8842
28-05-2018,AFRICA,Retail,C4,New,41182,1453692
28-05-2018,ASIA,Shopify,C4,Existing,186,32089
28-05-2018,EUROPE,Shopify,null,New,13,1644
28-05-2018,AFRICA,Shopify,C2,New,198,32193
28-05-2018,SOUTH AMERICA,Retail,C2,New,595,18529
28-05-2018,OCEANIA,Retail,C4,Existing,111330,5921454
28-05-2018,CANADA,Retail,C3,New,26283,952619
28-05-2018,USA,Shopify,C3,Existing,980,211301
28-05-2018,EUROPE,Shopify,C4,Existing,8,2102
28-05-2018,USA,Retail,F2,New,25572,1105510
28-05-2018,OCEANIA,Retail,F3,New,101909,3701240
28-05-2018,EUROPE,Shopify,F3,New,4,521
28-05-2018,USA,Retail,C2,Existing,31110,1693322
28-05-2018,USA,Shopify,C4,New,16,2205
28-05-2018,OCEANIA,Retail,F2,Existing,288382,16555964
28-05-2018,CANADA,Retail,C1,Existing,50577,2231123
28-05-2018,ASIA,Shopify,null,Guest,2391,376951
28-05-2018,AFRICA,Retail,F2,Existing,237799,13909975
28-05-2018,CANADA,Retail,C2,Existing,16829,788576
28-05-2018,AFRICA,Retail,C2,Existing,86165,3993638
28-05-2018,USA,Retail,F3,Existing,111389,7583169
28-05-2018,USA,Retail,C3,Existing,76978,4732694
28-05-2018,EUROPE,Retail,C4,Existing,4307,239687
28-05-2018,ASIA,Shopify,C2,Existing,1187,217140
28-05-2018,AFRICA,Retail,F3,New,63061,2433165
28-05-2018,AFRICA,Retail,null,Existing,23824,1148273
28-05-2018,AFRICA,Retail,F1,New,24198,999755
28-05-2018,OCEANIA,Retail,null,Guest,2373800,64232172
28-05-2018,EUROPE,Shopify,null,Guest,183,42878
28-05-2018,OCEANIA,Shopify,null,New,382,66483
28-05-2018,USA,Shopify,null,Existing,96,18714
28-05-2018,AFRICA,Retail,C4,Existing,87720,4759954
28-05-2018,ASIA,Retail,null,New,62807,2223083
28-05-2018,EUROPE,Retail,F1,Existing,6338,412447
28-05-2018,OCEANIA,Retail,C1,Existing,203197,7996654
28-05-2018,CANADA,Shopify,F1,New,55,8860
28-05-2018,SOUTH AMERICA,Shopify,C3,New,17,3001
28-05-2018,AFRICA,Shopify,null,Existing,194,36997
28-05-2018,USA,Retail,C1,Existing,46040,2176941
28-05-2018,USA,Shopify,null,Guest,1484,285777
28-05-2018,SOUTH AMERICA,Shopify,C2,Existing,96,19709
28-05-2018,CANADA,Retail,C2,New,12898,417832
28-05-2018,ASIA,Retail,C2,Existing,93017,3742256
28-05-2018,ASIA,Shopify,C4,New,28,3841
28-05-2018,ASIA,Retail,F2,Existing,182027,9276681
28-05-2018,AFRICA,Shopify,null,Guest,2596,463544
28-05-2018,CANADA,Retail,F1,Existing,21708,1251588
28-05-2018,CANADA,Shopify,F3,New,24,4137
28-05-2018,SOUTH AMERICA,Retail,null,Guest,382305,15353024
28-05-2018,ASIA,Shopify,F2,New,178,27832
28-05-2018,CANADA,Shopify,C3,Existing,401,77918
28-05-2018,EUROPE,Retail,F2,Existing,13368,881980
28-05-2018,EUROPE,Shopify,C1,Existing,71,14407
28-05-2018,OCEANIA,Shopify,F3,Existing,2538,529834
28-05-2018,ASIA,Shopify,null,Existing,148,28255
28-05-2018,SOUTH AMERICA,Retail,null,New,1881,64986
28-05-2018,CANADA,Retail,F2,New,16847,639864
28-05-2018,SOUTH AMERICA,Shopify,F2,Existing,28,5601
28-05-2018,AFRICA,Shopify,C4,New,38,6996
28-05-2018,CANADA,Retail,F1,New,7511,315994
28-05-2018,SOUTH AMERICA,Shopify,F1,Existing,24,5299
28-05-2018,AFRICA,Shopify,C3,New,192,32948
28-05-2018,CANADA,Shopify,F3,Existing,401,79663
28-05-2018,USA,Retail,C2,New,21877,835812
28-05-2018,AFRICA,Shopify,F1,Existing,1676,330393
28-05-2018,SOUTH AMERICA,Shopify,F3,Existing,13,2405
28-05-2018,ASIA,Shopify,F3,New,73,11355
28-05-2018,EUROPE,Retail,F1,New,1105,53756
28-05-2018,OCEANIA,Shopify,F1,Existing,3080,606987
28-05-2018,AFRICA,Retail,F1,Existing,84943,5062331
28-05-2018,CANADA,Shopify,C1,New,57,7460
28-05-2018,EUROPE,Retail,C1,Existing,14220,674759
28-05-2018,ASIA,Retail,C3,New,107126,3406278
28-05-2018,ASIA,Shopify,F1,New,174,28157
28-05-2018,AFRICA,Retail,C1,Existing,152483,6127882
28-05-2018,AFRICA,Retail,null,New,61102,2551781
28-05-2018,ASIA,Retail,C1,New,110381,2499600
28-05-2018,EUROPE,Retail,C3,New,4344,190814
28-05-2018,CANADA,Retail,C3,Existing,47196,2544642
28-05-2018,CANADA,Shopify,null,Guest,669,112813
28-05-2018,EUROPE,Shopify,F3,Existing,100,34705
28-05-2018,ASIA,Retail,C1,Existing,144583,5064106
28-05-2018,EUROPE,Retail,C2,New,2772,102999
28-05-2018,SOUTH AMERICA,Shopify,F2,New,9,1581
28-05-2018,ASIA,Shopify,C1,Existing,718,117423
28-05-2018,AFRICA,Shopify,null,New,196,37566
28-05-2018,ASIA,Retail,C3,Existing,187472,8866637
28-05-2018,USA,Shopify,F3,Existing,773,169284
28-05-2018,OCEANIA,Retail,C2,New,88605,2701754
28-05-2018,USA,Retail,F1,New,11591,572145
28-05-2018,EUROPE,Shopify,C2,New,9,1867
28-05-2018,OCEANIA,Retail,F2,New,88102,3278109
28-05-2018,OCEANIA,Shopify,F3,New,171,29596
28-05-2018,SOUTH AMERICA,Retail,F1,Existing,532,27200
28-05-2018,EUROPE,Shopify,C2,Existing,115,33395
28-05-2018,SOUTH AMERICA,Retail,F3,Existing,907,46741
28-05-2018,USA,Shopify,C3,New,137,24621
28-05-2018,ASIA,Shopify,C3,Existing,1091,205215
28-05-2018,USA,Retail,null,Guest,556026,17663982
28-05-2018,SOUTH AMERICA,Retail,F2,New,334,11977
28-05-2018,USA,Shopify,C2,Existing,888,190133
28-05-2018,OCEANIA,Retail,null,Existing,32122,1457927
28-05-2018,SOUTH AMERICA,Shopify,C3,Existing,55,11976
28-05-2018,ASIA,Retail,F2,New,66257,2198177
28-05-2018,SOUTH AMERICA,Retail,C2,Existing,513,21534
28-05-2018,SOUTH AMERICA,Shopify,C4,New,1,40
28-05-2018,AFRICA,Shopify,C4,Existing,243,44028
28-05-2018,OCEANIA,Retail,C3,New,131626,4581513
28-05-2018,EUROPE,Shopify,C3,New,8,2006
28-05-2018,EUROPE,Retail,F3,Existing,16963,1096227
28-05-2018,SOUTH AMERICA,Shopify,C1,Existing,41,8017
28-05-2018,OCEANIA,Retail,C3,Existing,261286,13702321
28-05-2018,EUROPE,Shopify,C3,Existing,115,28801
28-05-2018,CANADA,Retail,null,Existing,5519,275421
28-05-2018,OCEANIA,Shopify,C3,New,396,63149
28-05-2018,ASIA,Retail,F3,New,81869,2683360
28-05-2018,SOUTH AMERICA,Retail,F3,New,311,12221
28-05-2018,CANADA,Shopify,F1,Existing,397,72543
28-05-2018,AFRICA,Retail,null,Guest,1610564,46899443
28-05-2018,USA,Shopify,F2,Existing,1545,332124
28-05-2018,SOUTH AMERICA,Retail,C4,New,176,7000
28-05-2018,CANADA,Shopify,F2,Existing,729,146653
28-05-2018,SOUTH AMERICA,Shopify,null,New,54,9265
28-05-2018,AFRICA,Shopify,F3,Existing,1485,324465
28-05-2018,AFRICA,Retail,F3,Existing,329320,19766899
28-05-2018,OCEANIA,Retail,F3,Existing,439577,25936971
28-05-2018,ASIA,Retail,null,Existing,21733,908950
28-05-2018,AFRICA,Shopify,F2,New,201,32827
28-05-2018,ASIA,Shopify,F1,Existing,1241,228815
28-05-2018,AFRICA,Shopify,C2,Existing,1377,266701
28-05-2018,EUROPE,Shopify,F2,New,8,1651
28-05-2018,EUROPE,Retail,null,New,3575,166673
28-05-2018,SOUTH AMERICA,Shopify,C2,New,34,7045
28-05-2018,USA,Retail,F1,Existing,33472,2326746
28-05-2018,EUROPE,Retail,null,Existing,2149,110972
28-05-2018,CANADA,Shopify,null,New,62,10454
28-05-2018,CANADA,Retail,null,Guest,445046,12385273
28-05-2018,AFRICA,Retail,C2,New,51510,1731029
28-05-2018,USA,Retail,null,Existing,7735,429109
28-05-2018,USA,Shopify,F2,New,133,25654
28-05-2018,OCEANIA,Retail,C1,New,140067,3500242
28-05-2018,EUROPE,Shopify,C1,New,9,1998
28-05-2018,ASIA,Retail,null,Guest,1919904,48166047
28-05-2018,OCEANIA,Retail,C2,Existing,120099,5170653
28-05-2018,OCEANIA,Shopify,C4,New,68,10294
28-05-2018,CANADA,Retail,F2,Existing,51629,2988108
28-05-2018,AFRICA,Shopify,C3,Existing,1574,311280
28-05-2018,ASIA,Retail,C4,Existing,80209,3792541
28-05-2018,OCEANIA,Shopify,F2,New,419,72314
28-05-2018,EUROPE,Retail,C1,New,4641,149134
28-05-2018,CANADA,Shopify,C4,New,9,1465
28-05-2018,USA,Retail,C4,New,15268,601405
28-05-2018,OCEANIA,Shopify,C2,Existing,2913,566401
28-05-2018,ASIA,Retail,F1,New,30548,1148910
28-05-2018,USA,Shopify,F1,Existing,1047,209584
28-05-2018,AFRICA,Retail,C3,New,100523,3754776
28-05-2018,CANADA,Retail,F3,Existing,75309,4490779
28-05-2018,SOUTH AMERICA,Shopify,C1,New,16,2475
28-05-2018,USA,Shopify,C1,New,119,16177
28-05-2018,EUROPE,Retail,F3,New,1740,76060
28-05-2018,EUROPE,Retail,C4,New,1572,67708
28-05-2018,CANADA,Shopify,F2,New,65,10382
28-05-2018,AFRICA,Shopify,F3,New,90,15432
28-05-2018,CANADA,Shopify,C4,Existing,47,7897
28-05-2018,EUROPE,Retail,null,Guest,119213,3959951
28-05-2018,OCEANIA,Shopify,C3,Existing,2768,567321
28-05-2018,ASIA,Shopify,F2,Existing,1665,322146
28-05-2018,USA,Shopify,C1,Existing,579,113183
28-05-2018,USA,Shopify,null,New,115,24015
21-05-2018,ASIA,Shopify,C4,Existing,164,27476
21-05-2018,USA,Shopify,null,New,115,21068
21-05-2018,OCEANIA,Retail,C1,Existing,203041,7781097
21-05-2018,EUROPE,Shopify,C1,Existing,76,15907
21-05-2018,AFRICA,Shopify,C4,Existing,218,40773
21-05-2018,ASIA,Retail,null,New,62734,2172498
21-05-2018,EUROPE,Retail,F1,Existing,6051,372903
21-05-2018,USA,Retail,C1,Existing,47133,2149075
21-05-2018,AFRICA,Shopify,C1,New,162,20920
21-05-2018,EUROPE,Shopify,F2,New,7,1586
21-05-2018,ASIA,Shopify,F3,New,67,10170
21-05-2018,ASIA,Shopify,F1,New,126,17997
21-05-2018,EUROPE,Shopify,C1,New,15,2199
21-05-2018,SOUTH AMERICA,Retail,null,New,2013,62492
21-05-2018,SOUTH AMERICA,Shopify,C2,Existing,100,19333
21-05-2018,CANADA,Retail,C1,Existing,49753,2144631
21-05-2018,EUROPE,Retail,F2,Existing,12613,820002
21-05-2018,SOUTH AMERICA,Shopify,C3,New,17,2919
21-05-2018,EUROPE,Shopify,C4,New,2,451
21-05-2018,SOUTH AMERICA,Retail,F1,New,224,7490
21-05-2018,CANADA,Retail,F3,New,18031,660500
21-05-2018,AFRICA,Retail,F1,Existing,83025,4658478
21-05-2018,EUROPE,Retail,C3,New,3951,169166
21-05-2018,USA,Shopify,C4,Existing,109,20306
21-05-2018,ASIA,Shopify,null,Existing,162,30578
21-05-2018,AFRICA,Retail,C1,New,88412,2264303
21-05-2018,OCEANIA,Shopify,F3,Existing,2270,469536
21-05-2018,AFRICA,Shopify,C3,New,205,34346
21-05-2018,SOUTH AMERICA,Retail,F3,Existing,928,43782
21-05-2018,USA,Shopify,C3,New,116,19220
21-05-2018,CANADA,Shopify,F3,Existing,341,66910
21-05-2018,CANADA,Shopify,C2,New,55,8842
21-05-2018,OCEANIA,Retail,C2,New,88095,2491437
21-05-2018,CANADA,Shopify,null,Guest,630,108399
21-05-2018,AFRICA,Shopify,F3,New,78,14001
21-05-2018,EUROPE,Retail,F2,New,1648,67817
21-05-2018,ASIA,Retail,C3,New,105893,3284958
21-05-2018,AFRICA,Shopify,F3,Existing,1445,311368
21-05-2018,CANADA,Retail,null,New,15715,630759
21-05-2018,ASIA,Shopify,C2,New,204,28470
21-05-2018,SOUTH AMERICA,Shopify,null,Existing,13,2419
21-05-2018,EUROPE,Retail,C4,New,1375,56322
21-05-2018,SOUTH AMERICA,Shopify,C1,Existing,43,8713
21-05-2018,CANADA,Retail,F1,New,7247,285117
21-05-2018,USA,Shopify,F1,Existing,923,179574
21-05-2018,OCEANIA,Shopify,C2,Existing,2735,533422
21-05-2018,CANADA,Retail,null,Existing,5508,267586
21-05-2018,USA,Retail,null,New,20726,924826
21-05-2018,EUROPE,Retail,C1,New,4191,133107
21-05-2018,OCEANIA,Retail,null,New,81509,3016196
21-05-2018,OCEANIA,Shopify,F1,New,245,37171
21-05-2018,CANADA,Shopify,null,Existing,45,8014
21-05-2018,SOUTH AMERICA,Retail,C2,Existing,558,22258
21-05-2018,CANADA,Retail,F3,Existing,73922,4289215
21-05-2018,AFRICA,Retail,C2,New,50250,1583716
21-05-2018,OCEANIA,Shopify,null,Guest,5148,927931
21-05-2018,USA,Retail,C4,New,15343,575772
21-05-2018,AFRICA,Shopify,C2,New,200,30899
21-05-2018,OCEANIA,Shopify,C4,Existing,392,72944
21-05-2018,EUROPE,Retail,C1,Existing,13262,615671
21-05-2018,USA,Shopify,F2,New,132,23435
21-05-2018,SOUTH AMERICA,Retail,C4,Existing,204,9952
21-05-2018,ASIA,Retail,F2,Existing,181671,9100851
21-05-2018,SOUTH AMERICA,Retail,F3,New,361,12902
21-05-2018,CANADA,Shopify,F3,New,24,3241
21-05-2018,CANADA,Retail,C2,New,12729,399064
21-05-2018,USA,Shopify,C2,Existing,830,178776
21-05-2018,OCEANIA,Shopify,F3,New,141,24811
21-05-2018,AFRICA,Shopify,C1,Existing,969,161280
21-05-2018,OCEANIA,Retail,C1,New,141919,3440414
21-05-2018,ASIA,Retail,C4,Existing,79006,3645951
21-05-2018,EUROPE,Shopify,null,New,15,3130
21-05-2018,USA,Retail,null,Existing,8081,432398
21-05-2018,AFRICA,Retail,C3,New,99296,3588849
21-05-2018,ASIA,Retail,F3,New,82875,2652286
21-05-2018,OCEANIA,Shopify,C4,New,66,8835
21-05-2018,EUROPE,Retail,F1,New,918,39546
21-05-2018,OCEANIA,Shopify,F2,New,340,56913
21-05-2018,USA,Retail,F3,Existing,113656,7410092
21-05-2018,ASIA,Shopify,F2,Existing,1601,302861
21-05-2018,EUROPE,Retail,null,New,3331,141719
21-05-2018,ASIA,Retail,C1,New,111082,2490585
21-05-2018,AFRICA,Shopify,C2,Existing,1346,266997
21-05-2018,CANADA,Shopify,F2,Existing,675,134079
21-05-2018,USA,Retail,F2,New,26446,1082258
21-05-2018,CANADA,Retail,null,Guest,437034,11454192
21-05-2018,ASIA,Retail,F2,New,67133,2159936
21-05-2018,SOUTH AMERICA,Shopify,F1,New,2,208
21-05-2018,ASIA,Shopify,null,Guest,2361,380245
21-05-2018,SOUTH AMERICA,Shopify,C2,New,28,5391
21-05-2018,USA,Shopify,F3,New,47,8524
21-05-2018,SOUTH AMERICA,Shopify,F3,New,1,128
21-05-2018,AFRICA,Retail,null,New,59811,2423606
21-05-2018,SOUTH AMERICA,Retail,C3,New,818,31963
21-05-2018,OCEANIA,Retail,F2,Existing,287614,15823156
21-05-2018,OCEANIA,Shopify,C1,Existing,1744,305004
21-05-2018,CANADA,Retail,C3,New,25368,894408
21-05-2018,SOUTH AMERICA,Shopify,C3,Existing,55,12438
21-05-2018,ASIA,Retail,C2,New,71173,1953405
21-05-2018,CANADA,Retail,F1,Existing,20997,1220141
21-05-2018,SOUTH AMERICA,Retail,C3,Existing,885,41139
21-05-2018,AFRICA,Retail,C2,Existing,84195,3832060
21-05-2018,CANADA,Retail,C2,Existing,16769,760233
21-05-2018,CANADA,Shopify,F1,New,40,6577
21-05-2018,CANADA,Shopify,F1,Existing,391,71897
21-05-2018,SOUTH AMERICA,Shopify,C1,New,18,2309
21-05-2018,OCEANIA,Retail,C2,Existing,120232,5072090
21-05-2018,USA,Retail,F1,Existing,32888,2053556
21-05-2018,EUROPE,Shopify,C2,Existing,111,31371
21-05-2018,ASIA,Retail,C3,Existing,184347,8566788
21-05-2018,OCEANIA,Retail,F3,Existing,441699,25121884
21-05-2018,CANADA,Shopify,C2,Existing,352,68428
21-05-2018,OCEANIA,Retail,F3,New,103609,3580630
21-05-2018,EUROPE,Shopify,F3,New,2,396
21-05-2018,AFRICA,Shopify,F2,Existing,2650,539286
21-05-2018,ASIA,Shopify,C3,Existing,1082,211345
21-05-2018,AFRICA,Shopify,C4,New,35,5261
21-05-2018,EUROPE,Shopify,F1,New,6,1146
21-05-2018,OCEANIA,Retail,F1,Existing,120733,6351481
21-05-2018,ASIA,Shopify,null,New,174,27477
21-05-2018,EUROPE,Shopify,F1,Existing,100,22503
21-05-2018,ASIA,Retail,C4,New,45496,1347670
21-05-2018,OCEANIA,Shopify,null,New,363,64370
21-05-2018,EUROPE,Retail,C2,Existing,8043,390234
21-05-2018,CANADA,Shopify,C1,New,55,6606
21-05-2018,OCEANIA,Retail,C3,New,132803,4415258
21-05-2018,SOUTH AMERICA,Shopify,F3,Existing,9,2050
21-05-2018,CANADA,Retail,C4,Existing,20437,1053586
21-05-2018,CANADA,Shopify,F2,New,64,9989
21-05-2018,USA,Retail,F3,New,25757,1042819
21-05-2018,ASIA,Retail,C1,Existing,144982,4987285
21-05-2018,AFRICA,Shopify,F1,New,131,20596
21-05-2018,USA,Retail,C4,Existing,28540,1631475
21-05-2018,USA,Shopify,null,Existing,108,25019
21-05-2018,AFRICA,Shopify,null,Guest,2524,448723
21-05-2018,USA,Shopify,C1,Existing,559,105674
21-05-2018,OCEANIA,Shopify,null,Existing,358,66796
21-05-2018,EUROPE,Shopify,C4,Existing,7,3210
21-05-2018,SOUTH AMERICA,Retail,null,Existing,489,15947
21-05-2018,SOUTH AMERICA,Shopify,F1,Existing,17,3980
21-05-2018,EUROPE,Retail,null,Guest,113841,3678765
21-05-2018,OCEANIA,Shopify,C3,Existing,2560,523208
21-05-2018,EUROPE,Retail,F3,Existing,15892,989314
21-05-2018,CANADA,Shopify,C4,New,13,2048
21-05-2018,SOUTH AMERICA,Retail,F1,Existing,523,24854
21-05-2018,USA,Shopify,F1,New,100,16556
21-05-2018,USA,Retail,C2,New,22398,815811
21-05-2018,USA,Retail,C3,New,40146,1628991
21-05-2018,ASIA,Shopify,C3,New,170,25427
21-05-2018,ASIA,Shopify,C1,New,148,16578
21-05-2018,SOUTH AMERICA,Retail,F2,New,345,12337
21-05-2018,EUROPE,Shopify,null,Existing,17,3637
21-05-2018,OCEANIA,Retail,F2,New,89486,3147089
21-05-2018,AFRICA,Retail,C1,Existing,150899,5932781
21-05-2018,AFRICA,Retail,F2,Existing,235068,13395441
21-05-2018,USA,Shopify,C2,New,148,22031
21-05-2018,EUROPE,Shopify,null,Guest,164,37301
21-05-2018,ASIA,Retail,F3,Existing,319388,16486757
21-05-2018,OCEANIA,Retail,F1,New,39378,1362599
21-05-2018,CANADA,Shopify,C3,Existing,381,72545
21-05-2018,ASIA,Shopify,F3,Existing,972,194622
21-05-2018,CANADA,Retail,F2,New,16633,611755
21-05-2018,SOUTH AMERICA,Shopify,F2,Existing,23,4631
21-05-2018,SOUTH AMERICA,Retail,C4,New,188,7668
21-05-2018,EUROPE,Retail,F3,New,1638,68159
21-05-2018,USA,Retail,C2,Existing,31264,1637482
21-05-2018,AFRICA,Shopify,C3,Existing,1476,305373
21-05-2018,ASIA,Shopify,F1,Existing,1068,188138
21-05-2018,AFRICA,Retail,F1,New,23262,856064
21-05-2018,AFRICA,Retail,F3,Existing,324643,19049028
21-05-2018,USA,Shopify,F3,Existing,796,178002
21-05-2018,AFRICA,Shopify,null,Existing,194,37955
21-05-2018,USA,Shopify,C1,New,112,14807
21-05-2018,ASIA,Retail,null,Existing,22156,927659
21-05-2018,AFRICA,Shopify,F2,New,197,30725
